,model_name,rush_precision,rush_recall,rush_f1_score,rush_support,pass_precision,pass_recall,pass_f1_score,pass_support,accuracy,macro_precision,macro_recall,macro_f1_score,macro_support,weighted_precision,weighted_recall,weighted_f1_score,weighted_support,config
0,GCN,0.7405498281786942,0.7054009819967266,0.7225481978206203,611.0,0.71875,0.7528641571194763,0.7354116706634692,611.0,0.7291325695581015,0.7296499140893471,0.7291325695581015,0.7289799342420448,1222.0,0.7296499140893471,0.7291325695581015,0.7289799342420448,1222.0,"{'RANDOM_SEED': 17, 'GNN_EPOCHS': 500, 'GNN_HIDDEN_CHANNELS': 64, 'GNN_HIDDEN_LAYERS': 2, 'GNN_LEARNING_RATE': 0.0001, 'GNN_DROPOUT': 0.3, 'GNN_WEIGHT_DECAY': 5e-05, 'RF_ESTIMATORS': 150, 'MLP_HIDDEN_CHANNELS': 128, 'MLP_HIDDEN_LAYERS': 3, 'MLP_MAX_ITER': 3000, 'MLP_LEARNING_RATE': 0.001, 'MLP_ALPHA': 0.005, 'VALIDATION_SPLIT': 0.8, 'TEST_SPLIT': 0.9, 'SHOW_INFO': True}"
1,GCN,0.7405498281786942,0.7054009819967266,0.7225481978206203,611.0,0.71875,0.7528641571194763,0.7354116706634692,611.0,0.7291325695581015,0.7296499140893471,0.7291325695581015,0.7289799342420448,1222.0,0.7296499140893471,0.7291325695581015,0.7289799342420448,1222.0,"{'RANDOM_SEED': 17, 'GNN_EPOCHS': 500, 'GNN_HIDDEN_CHANNELS': 64, 'GNN_HIDDEN_LAYERS': 2, 'GNN_LEARNING_RATE': 0.0001, 'GNN_DROPOUT': 0.3, 'GNN_WEIGHT_DECAY': 5e-05, 'RF_ESTIMATORS': 150, 'MLP_HIDDEN_CHANNELS': 128, 'MLP_HIDDEN_LAYERS': 3, 'MLP_MAX_ITER': 3000, 'MLP_LEARNING_RATE': 0.001, 'MLP_ALPHA': 0.005, 'VALIDATION_SPLIT': 0.8, 'TEST_SPLIT': 0.9, 'SHOW_INFO': True}"
2,RF,0.7091454272863568,0.7741407528641571,0.7402190923317684,611.0,0.7513513513513513,0.6824877250409165,0.7152658662092625,611.0,0.7283142389525368,0.730248389318854,0.7283142389525368,0.7277424792705154,1222.0,0.730248389318854,0.7283142389525368,0.7277424792705154,1222.0,"{'RANDOM_SEED': 17, 'GNN_EPOCHS': 500, 'GNN_HIDDEN_CHANNELS': 64, 'GNN_HIDDEN_LAYERS': 2, 'GNN_LEARNING_RATE': 0.0001, 'GNN_DROPOUT': 0.3, 'GNN_WEIGHT_DECAY': 5e-05, 'RF_ESTIMATORS': 150, 'MLP_HIDDEN_CHANNELS': 128, 'MLP_HIDDEN_LAYERS': 3, 'MLP_MAX_ITER': 3000, 'MLP_LEARNING_RATE': 0.001, 'MLP_ALPHA': 0.005, 'VALIDATION_SPLIT': 0.8, 'TEST_SPLIT': 0.9, 'SHOW_INFO': True}"
3,MLP,0.6868686868686869,0.6677577741407529,0.6771784232365146,611.0,0.6767515923566879,0.6955810147299509,0.6860371267150929,611.0,0.6816693944353519,0.6818101396126874,0.6816693944353519,0.6816077749758037,1222.0,0.6818101396126873,0.6816693944353519,0.6816077749758037,1222.0,"{'RANDOM_SEED': 17, 'GNN_EPOCHS': 500, 'GNN_HIDDEN_CHANNELS': 64, 'GNN_HIDDEN_LAYERS': 2, 'GNN_LEARNING_RATE': 0.0001, 'GNN_DROPOUT': 0.3, 'GNN_WEIGHT_DECAY': 5e-05, 'RF_ESTIMATORS': 150, 'MLP_HIDDEN_CHANNELS': 128, 'MLP_HIDDEN_LAYERS': 3, 'MLP_MAX_ITER': 3000, 'MLP_LEARNING_RATE': 0.001, 'MLP_ALPHA': 0.005, 'VALIDATION_SPLIT': 0.8, 'TEST_SPLIT': 0.9, 'SHOW_INFO': True}"
