strategy,trial,accuracy,hidden_channels,hidden_layers,warmup_epochs
MST,63,0.6789109766637856,256,1,8
MST,64,0.6732929991356957,256,1,7
MST,65,0.6495246326707,256,1,12
MST,66,0.6763180639585133,256,1,12
MST,67,0.6019878997407088,256,2,10
MST,68,0.6637856525496975,256,1,5
MST,69,0.6763180639585133,256,1,6
MST,70,0.6745894554883319,256,1,6
MST,71,0.6802074330164217,256,1,9
MST,72,0.6443388072601556,128,1,6
MST,73,0.6041486603284356,128,4,14
MST,74,0.6041486603284356,256,4,14
MST,75,0.6901469317199654,256,1,8
MST,76,0.6421780466724287,256,1,8
MST,77,0.6642178046672429,256,1,9
MST,78,0.6845289541918755,256,1,9
MST,79,0.6382886776145204,256,1,7
MST,80,0.6348314606741573,256,1,7
MST,81,0.6719965427830596,256,1,11
MST,82,0.6823681936041487,256,1,10
MST,83,0.675885911840968,256,1,10
MST,84,0.6041486603284356,32,1,13
MST,85,0.6058772687986171,32,1,9
MST,86,0.68971477960242,256,1,29
MST,87,0.6032843560933449,256,2,8
MST,88,0.6780466724286949,256,1,5
MST,89,0.6797752808988764,256,1,16
MST,90,0.6879861711322386,256,1,25
MST,91,0.6318063958513397,256,1,27
MST,92,0.6400172860847018,256,1,28
MST,93,0.6879861711322386,256,1,29
MST,94,0.634399308556612,64,1,30
MST,95,0.6391529818496111,64,1,30
MST,96,0.6356957649092481,256,1,28
MST,97,0.6793431287813311,256,1,25
MST,98,0.6672428694900605,256,1,25
MST,99,0.6672428694900605,256,1,26
MST,100,0.6456352636127917,256,1,29
MST,101,0.6551426101987899,256,1,29
MST,102,0.6637856525496975,256,1,29
MST,103,0.6884183232497839,256,1,28
MST,104,0.6797752808988764,256,1,21
MST,105,0.7074330164217805,256,1,28
