,model_name,rush_precision,rush_recall,rush_f1_score,rush_support,pass_precision,pass_recall,pass_f1_score,pass_support,accuracy,macro_precision,macro_recall,macro_f1_score,macro_support,weighted_precision,weighted_recall,weighted_f1_score,weighted_support,config
0,GCN,0.7244318181818182,0.8351528384279476,0.7758620689655172,916.0,0.8054123711340206,0.6823144104803494,0.7387706855791962,916.0,0.7587336244541485,0.7649220946579194,0.7587336244541485,0.7573163772723568,1832.0,0.7649220946579194,0.7587336244541485,0.7573163772723568,1832.0,"{'RANDOM_SEED': 10, 'GNN_EPOCHS': 500, 'GNN_HIDDEN_CHANNELS': 64, 'GNN_HIDDEN_LAYERS': 2, 'GNN_LEARNING_RATE': 0.001, 'GNN_DROPOUT': 0.2, 'GNN_WEIGHT_DECAY': 0.0005, 'RF_ESTIMATORS': 100, 'MLP_HIDDEN_CHANNELS': 64, 'MLP_HIDDEN_LAYERS': 3, 'MLP_MAX_ITER': 3000, 'MLP_LEARNING_RATE': 0.01, 'MLP_ALPHA': 0.005, 'VALIDATION_SPLIT': 0.7, 'TEST_SPLIT': 0.85, 'SHOW_INFO': True}"
1,GCN,0.7244318181818182,0.8351528384279476,0.7758620689655172,916.0,0.8054123711340206,0.6823144104803494,0.7387706855791962,916.0,0.7587336244541485,0.7649220946579194,0.7587336244541485,0.7573163772723568,1832.0,0.7649220946579194,0.7587336244541485,0.7573163772723568,1832.0,"{'RANDOM_SEED': 10, 'GNN_EPOCHS': 500, 'GNN_HIDDEN_CHANNELS': 64, 'GNN_HIDDEN_LAYERS': 2, 'GNN_LEARNING_RATE': 0.001, 'GNN_DROPOUT': 0.2, 'GNN_WEIGHT_DECAY': 0.0005, 'RF_ESTIMATORS': 100, 'MLP_HIDDEN_CHANNELS': 64, 'MLP_HIDDEN_LAYERS': 3, 'MLP_MAX_ITER': 3000, 'MLP_LEARNING_RATE': 0.01, 'MLP_ALPHA': 0.005, 'VALIDATION_SPLIT': 0.7, 'TEST_SPLIT': 0.85, 'SHOW_INFO': True}"
2,RF,0.702,0.7663755458515283,0.732776617954071,916.0,0.7427884615384616,0.6746724890829694,0.7070938215102975,916.0,0.7205240174672489,0.7223942307692308,0.7205240174672489,0.7199352197321842,1832.0,0.7223942307692307,0.7205240174672489,0.7199352197321842,1832.0,"{'RANDOM_SEED': 10, 'GNN_EPOCHS': 500, 'GNN_HIDDEN_CHANNELS': 64, 'GNN_HIDDEN_LAYERS': 2, 'GNN_LEARNING_RATE': 0.001, 'GNN_DROPOUT': 0.2, 'GNN_WEIGHT_DECAY': 0.0005, 'RF_ESTIMATORS': 100, 'MLP_HIDDEN_CHANNELS': 64, 'MLP_HIDDEN_LAYERS': 3, 'MLP_MAX_ITER': 3000, 'MLP_LEARNING_RATE': 0.01, 'MLP_ALPHA': 0.005, 'VALIDATION_SPLIT': 0.7, 'TEST_SPLIT': 0.85, 'SHOW_INFO': True}"
3,MLP,0.6800445930880713,0.665938864628821,0.6729178157749587,916.0,0.6727272727272727,0.6866812227074236,0.6796326310102647,916.0,0.6763100436681223,0.676385932907672,0.6763100436681223,0.6762752233926117,1832.0,0.6763859329076721,0.6763100436681223,0.6762752233926117,1832.0,"{'RANDOM_SEED': 10, 'GNN_EPOCHS': 500, 'GNN_HIDDEN_CHANNELS': 64, 'GNN_HIDDEN_LAYERS': 2, 'GNN_LEARNING_RATE': 0.001, 'GNN_DROPOUT': 0.2, 'GNN_WEIGHT_DECAY': 0.0005, 'RF_ESTIMATORS': 100, 'MLP_HIDDEN_CHANNELS': 64, 'MLP_HIDDEN_LAYERS': 3, 'MLP_MAX_ITER': 3000, 'MLP_LEARNING_RATE': 0.01, 'MLP_ALPHA': 0.005, 'VALIDATION_SPLIT': 0.7, 'TEST_SPLIT': 0.85, 'SHOW_INFO': True}"
