file_name,model_name,rush_precision,rush_recall,rush_f1_score,rush_support,pass_precision,pass_recall,pass_f1_score,pass_support,accuracy,macro_precision,macro_recall,macro_f1_score,weighted_precision,weighted_recall,weighted_f1_score,config
output/2025-04-24_14-49-43.txt,GNN,0.77,0.77,0.77,1221,0.77,0.77,0.77,1221,0.77,0.77,0.77,0.77,0.77,0.77,0.77,"{""RANDOM_SEED"": 11, ""GNN_EPOCHS"": 200, ""GNN_HIDDEN_CHANNELS"": 128, ""GNN_HIDDEN_LAYERS"": 2, ""GNN_LEARNING_RATE"": 0.0001, ""GNN_DROPOUT"": 0.3, ""GNN_WEIGHT_DECAY"": 0.005, ""RF_ESTIMATORS"": 150, ""MLP_HIDDEN_CHANNELS"": 64, ""MLP_HIDDEN_LAYERS"": 3, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.0001, ""MLP_ALPHA"": 0.005, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-24_14-49-43.txt,RF,0.72,0.78,0.75,1221,0.76,0.70,0.73,1221,0.74,0.74,0.74,0.74,0.74,0.74,0.74,"{""RANDOM_SEED"": 11, ""GNN_EPOCHS"": 200, ""GNN_HIDDEN_CHANNELS"": 128, ""GNN_HIDDEN_LAYERS"": 2, ""GNN_LEARNING_RATE"": 0.0001, ""GNN_DROPOUT"": 0.3, ""GNN_WEIGHT_DECAY"": 0.005, ""RF_ESTIMATORS"": 150, ""MLP_HIDDEN_CHANNELS"": 64, ""MLP_HIDDEN_LAYERS"": 3, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.0001, ""MLP_ALPHA"": 0.005, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-24_14-49-43.txt,MLP,0.66,0.64,0.65,1221,0.65,0.66,0.66,1221,0.65,0.65,0.65,0.65,0.65,0.65,0.65,"{""RANDOM_SEED"": 11, ""GNN_EPOCHS"": 200, ""GNN_HIDDEN_CHANNELS"": 128, ""GNN_HIDDEN_LAYERS"": 2, ""GNN_LEARNING_RATE"": 0.0001, ""GNN_DROPOUT"": 0.3, ""GNN_WEIGHT_DECAY"": 0.005, ""RF_ESTIMATORS"": 150, ""MLP_HIDDEN_CHANNELS"": 64, ""MLP_HIDDEN_LAYERS"": 3, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.0001, ""MLP_ALPHA"": 0.005, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-24_15-20-49.txt,GNN,0.67,0.72,0.70,1221,0.70,0.64,0.67,1221,0.68,0.69,0.68,0.68,0.69,0.68,0.68,"{""RANDOM_SEED"": 12, ""GNN_EPOCHS"": 200, ""GNN_HIDDEN_CHANNELS"": 64, ""GNN_HIDDEN_LAYERS"": 3, ""GNN_LEARNING_RATE"": 1e-05, ""GNN_DROPOUT"": 0.4, ""GNN_WEIGHT_DECAY"": 0.005, ""RF_ESTIMATORS"": 100, ""MLP_HIDDEN_CHANNELS"": 32, ""MLP_HIDDEN_LAYERS"": 2, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.001, ""MLP_ALPHA"": 0.0005, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-24_15-20-49.txt,RF,0.72,0.77,0.74,1221,0.76,0.71,0.74,1221,0.74,0.74,0.74,0.74,0.74,0.74,0.74,"{""RANDOM_SEED"": 12, ""GNN_EPOCHS"": 200, ""GNN_HIDDEN_CHANNELS"": 64, ""GNN_HIDDEN_LAYERS"": 3, ""GNN_LEARNING_RATE"": 1e-05, ""GNN_DROPOUT"": 0.4, ""GNN_WEIGHT_DECAY"": 0.005, ""RF_ESTIMATORS"": 100, ""MLP_HIDDEN_CHANNELS"": 32, ""MLP_HIDDEN_LAYERS"": 2, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.001, ""MLP_ALPHA"": 0.0005, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-24_15-20-49.txt,MLP,0.71,0.76,0.73,1221,0.75,0.69,0.72,1221,0.73,0.73,0.73,0.73,0.73,0.73,0.73,"{""RANDOM_SEED"": 12, ""GNN_EPOCHS"": 200, ""GNN_HIDDEN_CHANNELS"": 64, ""GNN_HIDDEN_LAYERS"": 3, ""GNN_LEARNING_RATE"": 1e-05, ""GNN_DROPOUT"": 0.4, ""GNN_WEIGHT_DECAY"": 0.005, ""RF_ESTIMATORS"": 100, ""MLP_HIDDEN_CHANNELS"": 32, ""MLP_HIDDEN_LAYERS"": 2, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.001, ""MLP_ALPHA"": 0.0005, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-24_15-38-29.txt,GNN,0.67,0.72,0.70,1221,0.70,0.65,0.67,1221,0.69,0.69,0.69,0.69,0.69,0.69,0.69,"{""RANDOM_SEED"": 13, ""GNN_EPOCHS"": 200, ""GNN_HIDDEN_CHANNELS"": 64, ""GNN_HIDDEN_LAYERS"": 3, ""GNN_LEARNING_RATE"": 1e-05, ""GNN_DROPOUT"": 0.3, ""GNN_WEIGHT_DECAY"": 5e-05, ""RF_ESTIMATORS"": 50, ""MLP_HIDDEN_CHANNELS"": 128, ""MLP_HIDDEN_LAYERS"": 1, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.01, ""MLP_ALPHA"": 5e-05, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-24_15-38-29.txt,RF,0.71,0.79,0.75,1221,0.76,0.69,0.72,1221,0.74,0.74,0.74,0.74,0.74,0.74,0.74,"{""RANDOM_SEED"": 13, ""GNN_EPOCHS"": 200, ""GNN_HIDDEN_CHANNELS"": 64, ""GNN_HIDDEN_LAYERS"": 3, ""GNN_LEARNING_RATE"": 1e-05, ""GNN_DROPOUT"": 0.3, ""GNN_WEIGHT_DECAY"": 5e-05, ""RF_ESTIMATORS"": 50, ""MLP_HIDDEN_CHANNELS"": 128, ""MLP_HIDDEN_LAYERS"": 1, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.01, ""MLP_ALPHA"": 5e-05, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-24_15-38-29.txt,MLP,0.69,0.72,0.70,1221,0.71,0.67,0.69,1221,0.70,0.70,0.70,0.70,0.70,0.70,0.70,"{""RANDOM_SEED"": 13, ""GNN_EPOCHS"": 200, ""GNN_HIDDEN_CHANNELS"": 64, ""GNN_HIDDEN_LAYERS"": 3, ""GNN_LEARNING_RATE"": 1e-05, ""GNN_DROPOUT"": 0.3, ""GNN_WEIGHT_DECAY"": 5e-05, ""RF_ESTIMATORS"": 50, ""MLP_HIDDEN_CHANNELS"": 128, ""MLP_HIDDEN_LAYERS"": 1, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.01, ""MLP_ALPHA"": 5e-05, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-24_22-42-49.txt,GNN,0.70,0.73,0.71,1221,0.71,0.68,0.70,1221,0.70,0.70,0.70,0.70,0.70,0.70,0.70,"{""RANDOM_SEED"": 14, ""GNN_EPOCHS"": 100, ""GNN_HIDDEN_CHANNELS"": 128, ""GNN_HIDDEN_LAYERS"": 3, ""GNN_LEARNING_RATE"": 1e-05, ""GNN_DROPOUT"": 0.3, ""GNN_WEIGHT_DECAY"": 0.0005, ""RF_ESTIMATORS"": 150, ""MLP_HIDDEN_CHANNELS"": 64, ""MLP_HIDDEN_LAYERS"": 2, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.0001, ""MLP_ALPHA"": 0.005, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-24_22-42-49.txt,RF,0.72,0.79,0.75,1221,0.77,0.70,0.73,1221,0.74,0.74,0.74,0.74,0.74,0.74,0.74,"{""RANDOM_SEED"": 14, ""GNN_EPOCHS"": 100, ""GNN_HIDDEN_CHANNELS"": 128, ""GNN_HIDDEN_LAYERS"": 3, ""GNN_LEARNING_RATE"": 1e-05, ""GNN_DROPOUT"": 0.3, ""GNN_WEIGHT_DECAY"": 0.0005, ""RF_ESTIMATORS"": 150, ""MLP_HIDDEN_CHANNELS"": 64, ""MLP_HIDDEN_LAYERS"": 2, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.0001, ""MLP_ALPHA"": 0.005, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-24_22-42-49.txt,MLP,0.68,0.68,0.68,1221,0.68,0.68,0.68,1221,0.68,0.68,0.68,0.68,0.68,0.68,0.68,"{""RANDOM_SEED"": 14, ""GNN_EPOCHS"": 100, ""GNN_HIDDEN_CHANNELS"": 128, ""GNN_HIDDEN_LAYERS"": 3, ""GNN_LEARNING_RATE"": 1e-05, ""GNN_DROPOUT"": 0.3, ""GNN_WEIGHT_DECAY"": 0.0005, ""RF_ESTIMATORS"": 150, ""MLP_HIDDEN_CHANNELS"": 64, ""MLP_HIDDEN_LAYERS"": 2, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.0001, ""MLP_ALPHA"": 0.005, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-24_22-50-25.txt,GNN,0.58,0.66,0.62,1221,0.61,0.53,0.57,1221,0.60,0.60,0.59,0.60,0.59,0.59,0.60,"{""RANDOM_SEED"": 15, ""GNN_EPOCHS"": 100, ""GNN_HIDDEN_CHANNELS"": 32, ""GNN_HIDDEN_LAYERS"": 3, ""GNN_LEARNING_RATE"": 1e-05, ""GNN_DROPOUT"": 0.2, ""GNN_WEIGHT_DECAY"": 0.005, ""RF_ESTIMATORS"": 50, ""MLP_HIDDEN_CHANNELS"": 32, ""MLP_HIDDEN_LAYERS"": 1, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.0001, ""MLP_ALPHA"": 0.005, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-24_22-50-25.txt,RF,0.71,0.78,0.74,1221,0.76,0.68,0.71,1221,0.73,0.73,0.73,0.73,0.73,0.73,0.73,"{""RANDOM_SEED"": 15, ""GNN_EPOCHS"": 100, ""GNN_HIDDEN_CHANNELS"": 32, ""GNN_HIDDEN_LAYERS"": 3, ""GNN_LEARNING_RATE"": 1e-05, ""GNN_DROPOUT"": 0.2, ""GNN_WEIGHT_DECAY"": 0.005, ""RF_ESTIMATORS"": 50, ""MLP_HIDDEN_CHANNELS"": 32, ""MLP_HIDDEN_LAYERS"": 1, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.0001, ""MLP_ALPHA"": 0.005, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-24_22-50-25.txt,MLP,0.72,0.77,0.75,1221,0.76,0.70,0.73,1221,0.74,0.74,0.74,0.74,0.74,0.74,0.74,"{""RANDOM_SEED"": 15, ""GNN_EPOCHS"": 100, ""GNN_HIDDEN_CHANNELS"": 32, ""GNN_HIDDEN_LAYERS"": 1, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.0001, ""MLP_ALPHA"": 0.005, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-24_22-54-53.txt,GNN,0.75,0.81,0.78,1221,0.80,0.73,0.76,1221,0.77,0.77,0.77,0.77,0.77,0.77,0.77,"{""RANDOM_SEED"": 16, ""GNN_EPOCHS"": 200, ""GNN_HIDDEN_CHANNELS"": 64, ""GNN_HIDDEN_LAYERS"": 2, ""GNN_LEARNING_RATE"": 0.0001, ""GNN_DROPOUT"": 0.5, ""GNN_WEIGHT_DECAY"": 0.005, ""RF_ESTIMATORS"": 100, ""MLP_HIDDEN_CHANNELS"": 32, ""MLP_HIDDEN_LAYERS"": 2, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.0001, ""MLP_ALPHA"": 5e-05, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-24_22-54-53.txt,RF,0.72,0.78,0.75,1221,0.76,0.70,0.73,1221,0.74,0.74,0.74,0.74,0.74,0.74,0.74,"{""RANDOM_SEED"": 16, ""GNN_EPOCHS"": 200, ""GNN_HIDDEN_CHANNELS"": 64, ""GNN_HIDDEN_LAYERS"": 2, ""GNN_LEARNING_RATE"": 0.0001, ""GNN_DROPOUT"": 0.5, ""GNN_WEIGHT_DECAY"": 0.005, ""RF_ESTIMATORS"": 100, ""MLP_HIDDEN_CHANNELS"": 32, ""MLP_HIDDEN_LAYERS"": 2, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.0001, ""MLP_ALPHA"": 5e-05, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-24_22-54-53.txt,MLP,0.72,0.74,0.73,1221,0.73,0.71,0.72,1221,0.73,0.73,0.73,0.73,0.73,0.73,0.73,"{""RANDOM_SEED"": 16, ""GNN_EPOCHS"": 200, ""GNN_HIDDEN_CHANNELS"": 64, ""GNN_HIDDEN_LAYERS"": 2, ""GNN_LEARNING_RATE"": 0.0001, ""GNN_DROPOUT"": 0.5, ""GNN_WEIGHT_DECAY"": 0.005, ""RF_ESTIMATORS"": 100, ""MLP_HIDDEN_CHANNELS"": 32, ""MLP_HIDDEN_LAYERS"": 2, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.0001, ""MLP_ALPHA"": 5e-05, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-24_23-05-48.txt,GNN,0.79,0.65,0.71,1221,0.70,0.82,0.76,1221,0.74,0.74,0.74,0.74,0.74,0.74,0.74,"{""RANDOM_SEED"": 17, ""GNN_EPOCHS"": 300, ""GNN_HIDDEN_CHANNELS"": 64, ""GNN_HIDDEN_LAYERS"": 2, ""GNN_LEARNING_RATE"": 0.0001, ""GNN_DROPOUT"": 0.4, ""GNN_WEIGHT_DECAY"": 0.005, ""RF_ESTIMATORS"": 150, ""MLP_HIDDEN_CHANNELS"": 128, ""MLP_HIDDEN_LAYERS"": 3, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.0001, ""MLP_ALPHA"": 0.0005, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-24_23-05-48.txt,RF,0.71,0.78,0.74,1221,0.76,0.69,0.72,1221,0.73,0.73,0.73,0.73,0.73,0.73,0.73,"{""RANDOM_SEED"": 17, ""GNN_EPOCHS"": 300, ""GNN_HIDDEN_CHANNELS"": 64, ""GNN_HIDDEN_LAYERS"": 2, ""GNN_LEARNING_RATE"": 0.0001, ""GNN_DROPOUT"": 0.4, ""GNN_WEIGHT_DECAY"": 0.005, ""RF_ESTIMATORS"": 150, ""MLP_HIDDEN_CHANNELS"": 128, ""MLP_HIDDEN_LAYERS"": 3, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.0001, ""MLP_ALPHA"": 0.0005, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-24_23-05-48.txt,MLP,0.68,0.68,0.68,1221,0.68,0.68,0.68,1221,0.68,0.68,0.68,0.68,0.68,0.68,0.68,"{""RANDOM_SEED"": 17, ""GNN_EPOCHS"": 300, ""GNN_HIDDEN_CHANNELS"": 128, ""GNN_HIDDEN_LAYERS"": 3, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.0001, ""MLP_ALPHA"": 0.0005, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-24_23-26-30.txt,GNN,0.65,0.82,0.73,1221,0.76,0.56,0.65,1221,0.69,0.69,0.69,0.69,0.69,0.69,0.69,"{""RANDOM_SEED"": 18, ""GNN_EPOCHS"": 100, ""GNN_HIDDEN_CHANNELS"": 32, ""GNN_HIDDEN_LAYERS"": 3, ""GNN_LEARNING_RATE"": 0.0001, ""GNN_DROPOUT"": 0.4, ""GNN_WEIGHT_DECAY"": 0.005, ""RF_ESTIMATORS"": 50, ""MLP_HIDDEN_CHANNELS"": 64, ""MLP_HIDDEN_LAYERS"": 3, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.001, ""MLP_ALPHA"": 0.005, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-24_23-26-30.txt,RF,0.71,0.78,0.74,1221,0.76,0.69,0.72,1221,0.73,0.73,0.73,0.73,0.73,0.73,0.73,"{""RANDOM_SEED"": 18, ""GNN_EPOCHS"": 100, ""GNN_HIDDEN_CHANNELS"": 32, ""GNN_HIDDEN_LAYERS"": 3, ""GNN_LEARNING_RATE"": 0.0001, ""GNN_DROPOUT"": 0.4, ""GNN_WEIGHT_DECAY"": 0.005, ""RF_ESTIMATORS"": 50, ""MLP_HIDDEN_CHANNELS"": 64, ""MLP_HIDDEN_LAYERS"": 3, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.001, ""MLP_ALPHA"": 0.005, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-24_23-26-30.txt,MLP,0.69,0.64,0.66,1221,0.66,0.71,0.68,1221,0.67,0.67,0.67,0.67,0.67,0.67,0.67,"{""RANDOM_SEED"": 18, ""GNN_EPOCHS"": 100, ""GNN_HIDDEN_CHANNELS"": 64, ""GNN_HIDDEN_LAYERS"": 3, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.001, ""MLP_ALPHA"": 0.005, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-25_01-07-06.txt,GNN,0.71,0.90,0.79,1221,0.87,0.62,0.72,1221,0.79,0.76,0.76,0.76,0.76,0.76,0.76,"{""RANDOM_SEED"": 19, ""GNN_EPOCHS"": 300, ""GNN_HIDDEN_CHANNELS"": 32, ""GNN_HIDDEN_LAYERS"": 3, ""GNN_LEARNING_RATE"": 0.001, ""GNN_DROPOUT"": 0.3, ""GNN_WEIGHT_DECAY"": 0.0005, ""RF_ESTIMATORS"": 100, ""MLP_HIDDEN_CHANNELS"": 128, ""MLP_HIDDEN_LAYERS"": 2, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.0001, ""MLP_ALPHA"": 0.005, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-25_01-07-06.txt,RF,0.71,0.79,0.75,1221,0.76,0.69,0.72,1221,0.74,0.74,0.74,0.74,0.74,0.74,0.74,"{""RANDOM_SEED"": 19, ""GNN_EPOCHS"": 300, ""GNN_HIDDEN_CHANNELS"": 32, ""GNN_HIDDEN_LAYERS"": 3, ""GNN_LEARNING_RATE"": 0.001, ""GNN_DROPOUT"": 0.3, ""GNN_WEIGHT_DECAY"": 0.0005, ""RF_ESTIMATORS"": 100, ""MLP_HIDDEN_CHANNELS"": 128, ""MLP_HIDDEN_LAYERS"": 2, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.0001, ""MLP_ALPHA"": 0.005, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-25_01-07-06.txt,MLP,0.68,0.68,0.68,1221,0.68,0.68,0.68,1221,0.68,0.68,0.68,0.68,0.68,0.68,0.68,"{""RANDOM_SEED"": 19, ""GNN_EPOCHS"": 300, ""GNN_HIDDEN_CHANNELS"": 128, ""MLP_HIDDEN_LAYERS"": 2, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.0001, ""MLP_ALPHA"": 0.005, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-25_01-32-48.txt,GNN,0.67,0.73,0.70,1221,0.70,0.64,0.67,1221,0.69,0.68,0.68,0.69,0.68,0.68,0.68,"{""RANDOM_SEED"": 20, ""GNN_EPOCHS"": 300, ""GNN_HIDDEN_CHANNELS"": 128, ""GNN_HIDDEN_LAYERS"": 1, ""GNN_LEARNING_RATE"": 0.0001, ""GNN_DROPOUT"": 0.2, ""GNN_WEIGHT_DECAY"": 0.0005, ""RF_ESTIMATORS"": 150, ""MLP_HIDDEN_CHANNELS"": 32, ""MLP_HIDDEN_LAYERS"": 1, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.001, ""MLP_ALPHA"": 0.0005, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-25_01-32-48.txt,RF,0.72,0.77,0.75,1221,0.76,0.70,0.73,1221,0.74,0.74,0.74,0.74,0.74,0.74,0.74,"{""RANDOM_SEED"": 20, ""GNN_EPOCHS"": 300, ""GNN_HIDDEN_CHANNELS"": 128, ""GNN_HIDDEN_LAYERS"": 1, ""GNN_LEARNING_RATE"": 0.0001, ""GNN_DROPOUT"": 0.2, ""GNN_WEIGHT_DECAY"": 0.0005, ""RF_ESTIMATORS"": 150, ""MLP_HIDDEN_CHANNELS"": 32, ""MLP_HIDDEN_LAYERS"": 1, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.001, ""MLP_ALPHA"": 0.0005, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-25_01-32-48.txt,MLP,0.74,0.76,0.75,1221,0.75,0.73,0.74,1221,0.74,0.74,0.74,0.74,0.74,0.74,0.74,"{""RANDOM_SEED"": 20, ""GNN_EPOCHS"": 300, ""GNN_HIDDEN_CHANNELS"": 32, ""MLP_HIDDEN_LAYERS"": 1, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.001, ""MLP_ALPHA"": 0.0005, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-25_01-40-09.txt,GNN,0.77,0.72,0.74,1221,0.74,0.79,0.76,1221,0.75,0.75,0.75,0.75,0.75,0.75,0.75,"{""RANDOM_SEED"": 21, ""GNN_EPOCHS"": 100, ""GNN_HIDDEN_CHANNELS"": 64, ""GNN_HIDDEN_LAYERS"": 3, ""GNN_LEARNING_RATE"": 0.0001, ""GNN_DROPOUT"": 0.4, ""GNN_WEIGHT_DECAY"": 0.0005, ""RF_ESTIMATORS"": 50, ""MLP_HIDDEN_CHANNELS"": 64, ""MLP_HIDDEN_LAYERS"": 3, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.01, ""MLP_ALPHA"": 5e-05, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-25_01-40-09.txt,RF,0.72,0.78,0.75,1221,0.76,0.70,0.73,1221,0.74,0.74,0.74,0.74,0.74,0.74,0.74,"{""RANDOM_SEED"": 21, ""GNN_EPOCHS"": 100, ""GNN_HIDDEN_CHANNELS"": 64, ""GNN_HIDDEN_LAYERS"": 3, ""GNN_LEARNING_RATE"": 0.0001, ""GNN_DROPOUT"": 0.4, ""GNN_WEIGHT_DECAY"": 0.0005, ""RF_ESTIMATORS"": 50, ""MLP_HIDDEN_CHANNELS"": 64, ""MLP_HIDDEN_LAYERS"": 3, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.01, ""MLP_ALPHA"": 5e-05, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-25_01-40-09.txt,MLP,0.68,0.69,0.69,1221,0.69,0.68,0.68,1221,0.68,0.68,0.68,0.68,0.68,0.68,0.68,"{""RANDOM_SEED"": 21, ""GNN_EPOCHS"": 100, ""GNN_HIDDEN_CHANNELS"": 64, ""MLP_HIDDEN_LAYERS"": 3, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.01, ""MLP_ALPHA"": 5e-05, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-25_01-47-05.txt,GNN,0.54,0.65,0.59,1221,0.56,0.44,0.50,1221,0.55,0.55,0.54,0.55,0.54,0.54,0.54,"{""RANDOM_SEED"": 22, ""GNN_EPOCHS"": 100, ""GNN_HIDDEN_CHANNELS"": 32, ""GNN_HIDDEN_LAYERS"": 1, ""GNN_LEARNING_RATE"": 1e-05, ""GNN_DROPOUT"": 0.5, ""GNN_WEIGHT_DECAY"": 0.005, ""RF_ESTIMATORS"": 150, ""MLP_HIDDEN_CHANNELS"": 32, ""MLP_HIDDEN_LAYERS"": 3, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.0001, ""MLP_ALPHA"": 0.0005, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-25_01-47-05.txt,RF,0.72,0.79,0.75,1221,0.77,0.70,0.73,1221,0.74,0.74,0.74,0.74,0.74,0.74,0.74,"{""RANDOM_SEED"": 22, ""GNN_EPOCHS"": 100, ""GNN_HIDDEN_CHANNELS"": 32, ""GNN_HIDDEN_LAYERS"": 1, ""GNN_LEARNING_RATE"": 1e-05, ""GNN_DROPOUT"": 0.5, ""GNN_WEIGHT_DECAY"": 0.005, ""RF_ESTIMATORS"": 150, ""MLP_HIDDEN_CHANNELS"": 32, ""MLP_HIDDEN_LAYERS"": 3, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.0001, ""MLP_ALPHA"": 0.0005, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-25_01-47-05.txt,MLP,0.69,0.73,0.71,1221,0.72,0.68,0.70,1221,0.70,0.70,0.70,0.70,0.70,0.70,0.70,"{""RANDOM_SEED"": 22, ""GNN_EPOCHS"": 100, ""GNN_HIDDEN_CHANNELS"": 32, ""MLP_HIDDEN_LAYERS"": 3, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.0001, ""MLP_ALPHA"": 0.0005, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-25_01-50-01.txt,GNN,0.56,0.37,0.45,1221,0.53,0.71,0.61,1221,0.54,0.54,0.53,0.55,0.53,0.53,0.53,"{""RANDOM_SEED"": 23, ""GNN_EPOCHS"": 200, ""GNN_HIDDEN_CHANNELS"": 32, ""GNN_HIDDEN_LAYERS"": 1, ""GNN_LEARNING_RATE"": 1e-05, ""GNN_DROPOUT"": 0.4, ""GNN_WEIGHT_DECAY"": 0.0005, ""RF_ESTIMATORS"": 100, ""MLP_HIDDEN_CHANNELS"": 128, ""MLP_HIDDEN_LAYERS"": 2, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.01, ""MLP_ALPHA"": 5e-05, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
output/2025-04-25_01-50-01.txt,RF,0.72,0.78,0.75,1221,0.76,0.69,0.73,1221,0.74,0.74,0.74,0.74,0.74,0.74,0.74,"{""RANDOM_SEED"": 23, ""GNN_EPOCHS"": 200, ""GNN_HIDDEN_CHANNELS"": 32, ""GNN_HIDDEN_LAYERS"": 1, ""GNN_LEARNING_RATE"": 1e-05, ""GNN_DROPOUT"": 0.4, ""GNN_WEIGHT_DECAY"": 0.0005, ""RF_ESTIMATORS"": 100, ""MLP_HIDDEN_CHANNELS"": 128, ""MLP_HIDDEN_LAYERS"": 2, ""MLP_MAX_ITER"": 3000, ""MLP_LEARNING_RATE"": 0.01, ""MLP_ALPHA"": 5e-05, ""DATASET_SPLIT"": 0.8, ""SHOW_INFO"": True}"
